Full_ID,Gene,ENSG_ID
TNMD_ENSG00000000005,TNMD,ENSG00000000005
DPM1_ENSG00000000419,DPM1,ENSG00000000419
SCYL3_ENSG00000000457,SCYL3,ENSG00000000457
C1orf112_ENSG00000000460,C1orf112,ENSG00000000460
FGR_ENSG00000000938,FGR,ENSG00000000938
CFH_ENSG00000000971,CFH,ENSG00000000971
FUCA2_ENSG00000001036,FUCA2,ENSG00000001036
GCLC_ENSG00000001084,GCLC,ENSG00000001084
NFYA_ENSG00000001167,NFYA,ENSG00000001167
STPG1_ENSG00000001460,STPG1,ENSG00000001460
NIPAL3_ENSG00000001461,NIPAL3,ENSG00000001461
LAS1L_ENSG00000001497,LAS1L,ENSG00000001497
ENPP4_ENSG00000001561,ENPP4,ENSG00000001561
SEMA3F_ENSG00000001617,SEMA3F,ENSG00000001617
CFTR_ENSG00000001626,CFTR,ENSG00000001626
ANKIB1_ENSG00000001629,ANKIB1,ENSG00000001629
CYP51A1_ENSG00000001630,CYP51A1,ENSG00000001630
KRIT1_ENSG00000001631,KRIT1,ENSG00000001631
RAD52_ENSG00000002016,RAD52,ENSG00000002016
BAD_ENSG00000002330,BAD,ENSG00000002330
LAP3_ENSG00000002549,LAP3,ENSG00000002549
CD99_ENSG00000002586,CD99,ENSG00000002586
HS3ST1_ENSG00000002587,HS3ST1,ENSG00000002587
AOC1_ENSG00000002726,AOC1,ENSG00000002726
WNT16_ENSG00000002745,WNT16,ENSG00000002745
HECW1_ENSG00000002746,HECW1,ENSG00000002746
MAD1L1_ENSG00000002822,MAD1L1,ENSG00000002822
LASP1_ENSG00000002834,LASP1,ENSG00000002834
SNX11_ENSG00000002919,SNX11,ENSG00000002919
TMEM176A_ENSG00000002933,TMEM176A,ENSG00000002933
M6PR_ENSG00000003056,M6PR,ENSG00000003056
KLHL13_ENSG00000003096,KLHL13,ENSG00000003096
CYP26B1_ENSG00000003137,CYP26B1,ENSG00000003137
ICA1_ENSG00000003147,ICA1,ENSG00000003147
DBNDD1_ENSG00000003249,DBNDD1,ENSG00000003249
ALS2_ENSG00000003393,ALS2,ENSG00000003393
CASP10_ENSG00000003400,CASP10,ENSG00000003400
CFLAR_ENSG00000003402,CFLAR,ENSG00000003402
TFPI_ENSG00000003436,TFPI,ENSG00000003436
NDUFAF7_ENSG00000003509,NDUFAF7,ENSG00000003509
RBM5_ENSG00000003756,RBM5,ENSG00000003756
MTMR7_ENSG00000003987,MTMR7,ENSG00000003987
SLC7A2_ENSG00000003989,SLC7A2,ENSG00000003989
ARF5_ENSG00000004059,ARF5,ENSG00000004059
SARM1_ENSG00000004139,SARM1,ENSG00000004139
POLDIP2_ENSG00000004142,POLDIP2,ENSG00000004142
PLXND1_ENSG00000004399,PLXND1,ENSG00000004399
AK2_ENSG00000004455,AK2,ENSG00000004455
CD38_ENSG00000004468,CD38,ENSG00000004468
FKBP4_ENSG00000004478,FKBP4,ENSG00000004478
KDM1A_ENSG00000004487,KDM1A,ENSG00000004487
RBM6_ENSG00000004534,RBM6,ENSG00000004534
CAMKK1_ENSG00000004660,CAMKK1,ENSG00000004660
RECQL_ENSG00000004700,RECQL,ENSG00000004700
VPS50_ENSG00000004766,VPS50,ENSG00000004766
HSPB6_ENSG00000004776,HSPB6,ENSG00000004776
ARHGAP33_ENSG00000004777,ARHGAP33,ENSG00000004777
NDUFAB1_ENSG00000004779,NDUFAB1,ENSG00000004779
PDK4_ENSG00000004799,PDK4,ENSG00000004799
SLC22A16_ENSG00000004809,SLC22A16,ENSG00000004809
ZMYND10_ENSG00000004838,ZMYND10,ENSG00000004838
ABCB5_ENSG00000004846,ABCB5,ENSG00000004846
ARX_ENSG00000004848,ARX,ENSG00000004848
SLC25A13_ENSG00000004864,SLC25A13,ENSG00000004864
ST7_ENSG00000004866,ST7,ENSG00000004866
CDC27_ENSG00000004897,CDC27,ENSG00000004897
SLC4A1_ENSG00000004939,SLC4A1,ENSG00000004939
CALCR_ENSG00000004948,CALCR,ENSG00000004948
HCCS_ENSG00000004961,HCCS,ENSG00000004961
DVL2_ENSG00000004975,DVL2,ENSG00000004975
PRSS22_ENSG00000005001,PRSS22,ENSG00000005001
UPF1_ENSG00000005007,UPF1,ENSG00000005007
SKAP2_ENSG00000005020,SKAP2,ENSG00000005020
SLC25A5_ENSG00000005022,SLC25A5,ENSG00000005022
CCDC109B_ENSG00000005059,CCDC109B,ENSG00000005059
HOXA11_ENSG00000005073,HOXA11,ENSG00000005073
POLR2J_ENSG00000005075,POLR2J,ENSG00000005075
DHX33_ENSG00000005100,DHX33,ENSG00000005100
MEOX1_ENSG00000005102,MEOX1,ENSG00000005102
THSD7A_ENSG00000005108,THSD7A,ENSG00000005108
LIG3_ENSG00000005156,LIG3,ENSG00000005156
RPAP3_ENSG00000005175,RPAP3,ENSG00000005175
ACSM3_ENSG00000005187,ACSM3,ENSG00000005187
AC004381.6_ENSG00000005189,AC004381.6,ENSG00000005189
CIAPIN1_ENSG00000005194,CIAPIN1,ENSG00000005194
SPPL2B_ENSG00000005206,SPPL2B,ENSG00000005206
FAM214B_ENSG00000005238,FAM214B,ENSG00000005238
COPZ2_ENSG00000005243,COPZ2,ENSG00000005243
PRKAR2B_ENSG00000005249,PRKAR2B,ENSG00000005249
MSL3_ENSG00000005302,MSL3,ENSG00000005302
CREBBP_ENSG00000005339,CREBBP,ENSG00000005339
BZRAP1_ENSG00000005379,BZRAP1,ENSG00000005379
MPO_ENSG00000005381,MPO,ENSG00000005381
PON1_ENSG00000005421,PON1,ENSG00000005421
GCFC2_ENSG00000005436,GCFC2,ENSG00000005436
WDR54_ENSG00000005448,WDR54,ENSG00000005448
CROT_ENSG00000005469,CROT,ENSG00000005469
ABCB4_ENSG00000005471,ABCB4,ENSG00000005471
KMT2E_ENSG00000005483,KMT2E,ENSG00000005483
RHBDD2_ENSG00000005486,RHBDD2,ENSG00000005486
SOX8_ENSG00000005513,SOX8,ENSG00000005513
IBTK_ENSG00000005700,IBTK,ENSG00000005700
ZNF195_ENSG00000005801,ZNF195,ENSG00000005801
MYCBP2_ENSG00000005810,MYCBP2,ENSG00000005810
FBXL3_ENSG00000005812,FBXL3,ENSG00000005812
ITGAL_ENSG00000005844,ITGAL,ENSG00000005844
PDK2_ENSG00000005882,PDK2,ENSG00000005882
ITGA3_ENSG00000005884,ITGA3,ENSG00000005884
ZFX_ENSG00000005889,ZFX,ENSG00000005889
LAMP2_ENSG00000005893,LAMP2,ENSG00000005893
ITGA2B_ENSG00000005961,ITGA2B,ENSG00000005961
ASB4_ENSG00000005981,ASB4,ENSG00000005981
GDE1_ENSG00000006007,GDE1,ENSG00000006007
C19orf60_ENSG00000006015,C19orf60,ENSG00000006015
CRLF1_ENSG00000006016,CRLF1,ENSG00000006016
OSBPL7_ENSG00000006025,OSBPL7,ENSG00000006025
TMEM98_ENSG00000006042,TMEM98,ENSG00000006042
YBX2_ENSG00000006047,YBX2,ENSG00000006047
KRT33A_ENSG00000006059,KRT33A,ENSG00000006059
MAP3K14_ENSG00000006062,MAP3K14,ENSG00000006062
ABCC8_ENSG00000006071,ABCC8,ENSG00000006071
CACNG3_ENSG00000006116,CACNG3,ENSG00000006116
TMEM132A_ENSG00000006118,TMEM132A,ENSG00000006118
AP2B1_ENSG00000006125,AP2B1,ENSG00000006125
TAC1_ENSG00000006128,TAC1,ENSG00000006128
ZNF263_ENSG00000006194,ZNF263,ENSG00000006194
CX3CL1_ENSG00000006210,CX3CL1,ENSG00000006210
SPATA20_ENSG00000006282,SPATA20,ENSG00000006282
CACNA1G_ENSG00000006283,CACNA1G,ENSG00000006283
TNFRSF12A_ENSG00000006327,TNFRSF12A,ENSG00000006327
DLX6_ENSG00000006377,DLX6,ENSG00000006377
MAP3K9_ENSG00000006432,MAP3K9,ENSG00000006432
RALA_ENSG00000006451,RALA,ENSG00000006451
BAIAP2L1_ENSG00000006453,BAIAP2L1,ENSG00000006453
KDM7A_ENSG00000006459,KDM7A,ENSG00000006459
ETV1_ENSG00000006468,ETV1,ENSG00000006468
AGK_ENSG00000006530,AGK,ENSG00000006530
ALDH3B1_ENSG00000006534,ALDH3B1,ENSG00000006534
TTC22_ENSG00000006555,TTC22,ENSG00000006555
PHTF2_ENSG00000006576,PHTF2,ENSG00000006576
CCL26_ENSG00000006606,CCL26,ENSG00000006606
FARP2_ENSG00000006607,FARP2,ENSG00000006607
USH1C_ENSG00000006611,USH1C,ENSG00000006611
GGCT_ENSG00000006625,GGCT,ENSG00000006625
DBF4_ENSG00000006634,DBF4,ENSG00000006634
TBXA2R_ENSG00000006638,TBXA2R,ENSG00000006638
IFRD1_ENSG00000006652,IFRD1,ENSG00000006652
LGALS14_ENSG00000006659,LGALS14,ENSG00000006659
COX10_ENSG00000006695,COX10,ENSG00000006695
GTF2IRD1_ENSG00000006704,GTF2IRD1,ENSG00000006704
PAF1_ENSG00000006712,PAF1,ENSG00000006712
VPS41_ENSG00000006715,VPS41,ENSG00000006715
ARHGAP44_ENSG00000006740,ARHGAP44,ENSG00000006740
ELAC2_ENSG00000006744,ELAC2,ENSG00000006744
SCIN_ENSG00000006747,SCIN,ENSG00000006747
ARSD_ENSG00000006756,ARSD,ENSG00000006756
PNPLA4_ENSG00000006757,PNPLA4,ENSG00000006757
MYH13_ENSG00000006788,MYH13,ENSG00000006788
ADIPOR2_ENSG00000006831,ADIPOR2,ENSG00000006831
CDKL3_ENSG00000006837,CDKL3,ENSG00000006837
UPP2_ENSG00000007001,UPP2,ENSG00000007001
PRSS21_ENSG00000007038,PRSS21,ENSG00000007038
MARK4_ENSG00000007047,MARK4,ENSG00000007047
PROM1_ENSG00000007062,PROM1,ENSG00000007062
CCDC124_ENSG00000007080,CCDC124,ENSG00000007080
CEACAM21_ENSG00000007129,CEACAM21,ENSG00000007129
PAFAH1B1_ENSG00000007168,PAFAH1B1,ENSG00000007168
NOS2_ENSG00000007171,NOS2,ENSG00000007171
DNAH9_ENSG00000007174,DNAH9,ENSG00000007174
KIAA0100_ENSG00000007202,KIAA0100,ENSG00000007202
SLC13A2_ENSG00000007216,SLC13A2,ENSG00000007216
GAS7_ENSG00000007237,GAS7,ENSG00000007237
TRAPPC6A_ENSG00000007255,TRAPPC6A,ENSG00000007255
MATK_ENSG00000007264,MATK,ENSG00000007264
CEACAM7_ENSG00000007306,CEACAM7,ENSG00000007306
CD79B_ENSG00000007312,CD79B,ENSG00000007312
SCN4A_ENSG00000007314,SCN4A,ENSG00000007314
ST7L_ENSG00000007341,ST7L,ENSG00000007341
TKTL1_ENSG00000007350,TKTL1,ENSG00000007350
PAX6_ENSG00000007372,PAX6,ENSG00000007372
RPUSD1_ENSG00000007376,RPUSD1,ENSG00000007376
RHBDF1_ENSG00000007384,RHBDF1,ENSG00000007384
LUC7L_ENSG00000007392,LUC7L,ENSG00000007392
CACNA2D2_ENSG00000007402,CACNA2D2,ENSG00000007402
BAIAP3_ENSG00000007516,BAIAP3,ENSG00000007516
TSR3_ENSG00000007520,TSR3,ENSG00000007520
PIGQ_ENSG00000007541,PIGQ,ENSG00000007541
CRAMP1_ENSG00000007545,CRAMP1,ENSG00000007545
TEAD3_ENSG00000007866,TEAD3,ENSG00000007866
SELE_ENSG00000007908,SELE,ENSG00000007908
DNAJC11_ENSG00000007923,DNAJC11,ENSG00000007923
FMO3_ENSG00000007933,FMO3,ENSG00000007933
MYLIP_ENSG00000007944,MYLIP,ENSG00000007944
NOX1_ENSG00000007952,NOX1,ENSG00000007952
E2F2_ENSG00000007968,E2F2,ENSG00000007968
PSMB1_ENSG00000008018,PSMB1,ENSG00000008018
SYN1_ENSG00000008056,SYN1,ENSG00000008056
JARID2_ENSG00000008083,JARID2,ENSG00000008083
CDKL5_ENSG00000008086,CDKL5,ENSG00000008086
CAMK1G_ENSG00000008118,CAMK1G,ENSG00000008118
CDK11A_ENSG00000008128,CDK11A,ENSG00000008128
NADK_ENSG00000008130,NADK,ENSG00000008130
TFAP2B_ENSG00000008196,TFAP2B,ENSG00000008196
TFAP2D_ENSG00000008197,TFAP2D,ENSG00000008197
DLEC1_ENSG00000008226,DLEC1,ENSG00000008226
CYTH3_ENSG00000008256,CYTH3,ENSG00000008256
ADAM22_ENSG00000008277,ADAM22,ENSG00000008277
SYPL1_ENSG00000008282,SYPL1,ENSG00000008282
CYB561_ENSG00000008283,CYB561,ENSG00000008283
SPAG9_ENSG00000008294,SPAG9,ENSG00000008294
CELSR3_ENSG00000008300,CELSR3,ENSG00000008300
AASS_ENSG00000008311,AASS,ENSG00000008311
PLEKHG6_ENSG00000008323,PLEKHG6,ENSG00000008323
SS18L2_ENSG00000008324,SS18L2,ENSG00000008324
MPND_ENSG00000008382,MPND,ENSG00000008382
MGST1_ENSG00000008394,MGST1,ENSG00000008394
CRY1_ENSG00000008405,CRY1,ENSG00000008405
PGLYRP1_ENSG00000008438,PGLYRP1,ENSG00000008438
NFIX_ENSG00000008441,NFIX,ENSG00000008441
ST3GAL1_ENSG00000008513,ST3GAL1,ENSG00000008513
MMP25_ENSG00000008516,MMP25,ENSG00000008516
IL32_ENSG00000008517,IL32,ENSG00000008517
PKD1_ENSG00000008710,PKD1,ENSG00000008710
MAPK8IP2_ENSG00000008735,MAPK8IP2,ENSG00000008735
MED24_ENSG00000008838,MED24,ENSG00000008838
RHOBTB2_ENSG00000008853,RHOBTB2,ENSG00000008853
HEATR5B_ENSG00000008869,HEATR5B,ENSG00000008869
SEC62_ENSG00000008952,SEC62,ENSG00000008952
RPS20_ENSG00000008988,RPS20,ENSG00000008988
CSDE1_ENSG00000009307,CSDE1,ENSG00000009307
UBE3C_ENSG00000009335,UBE3C,ENSG00000009335
REV3L_ENSG00000009413,REV3L,ENSG00000009413
TENM1_ENSG00000009694,TENM1,ENSG00000009694
PAX7_ENSG00000009709,PAX7,ENSG00000009709
MASP2_ENSG00000009724,MASP2,ENSG00000009724
IYD_ENSG00000009765,IYD,ENSG00000009765
FAM76A_ENSG00000009780,FAM76A,ENSG00000009780
TRAF3IP3_ENSG00000009790,TRAF3IP3,ENSG00000009790
POMT2_ENSG00000009830,POMT2,ENSG00000009830
VTA1_ENSG00000009844,VTA1,ENSG00000009844
MLXIPL_ENSG00000009950,MLXIPL,ENSG00000009950
BAZ1B_ENSG00000009954,BAZ1B,ENSG00000009954
RANBP9_ENSG00000010017,RANBP9,ENSG00000010017
ETV7_ENSG00000010030,ETV7,ENSG00000010030
SPRTN_ENSG00000010072,SPRTN,ENSG00000010072
METTL13_ENSG00000010165,METTL13,ENSG00000010165
DYRK4_ENSG00000010219,DYRK4,ENSG00000010219
ZNF207_ENSG00000010244,ZNF207,ENSG00000010244
UQCRC1_ENSG00000010256,UQCRC1,ENSG00000010256
STARD3NL_ENSG00000010270,STARD3NL,ENSG00000010270
CD9_ENSG00000010278,CD9,ENSG00000010278
HHATL_ENSG00000010282,HHATL,ENSG00000010282
NCAPD2_ENSG00000010292,NCAPD2,ENSG00000010292
IFFO1_ENSG00000010295,IFFO1,ENSG00000010295
GIPR_ENSG00000010310,GIPR,ENSG00000010310
PHF7_ENSG00000010318,PHF7,ENSG00000010318
SEMA3G_ENSG00000010319,SEMA3G,ENSG00000010319
NISCH_ENSG00000010322,NISCH,ENSG00000010322
STAB1_ENSG00000010327,STAB1,ENSG00000010327
FUZ_ENSG00000010361,FUZ,ENSG00000010361
SLC6A13_ENSG00000010379,SLC6A13,ENSG00000010379
IDS_ENSG00000010404,IDS,ENSG00000010404
PRSS3_ENSG00000010438,PRSS3,ENSG00000010438
ZNF200_ENSG00000010539,ZNF200,ENSG00000010539
CD4_ENSG00000010610,CD4,ENSG00000010610
LRRC23_ENSG00000010626,LRRC23,ENSG00000010626
BTK_ENSG00000010671,BTK,ENSG00000010671
HFE_ENSG00000010704,HFE,ENSG00000010704
SCMH1_ENSG00000010803,SCMH1,ENSG00000010803
FYN_ENSG00000010810,FYN,ENSG00000010810
HIVEP2_ENSG00000010818,HIVEP2,ENSG00000010818
FMO1_ENSG00000010932,FMO1,ENSG00000010932
TCEB3_ENSG00000011007,TCEB3,ENSG00000011007
LYPLA2_ENSG00000011009,LYPLA2,ENSG00000011009
CLCN6_ENSG00000011021,CLCN6,ENSG00000011021
MRC2_ENSG00000011028,MRC2,ENSG00000011028
SLC6A7_ENSG00000011083,SLC6A7,ENSG00000011083
TSPAN9_ENSG00000011105,TSPAN9,ENSG00000011105
BTBD7_ENSG00000011114,BTBD7,ENSG00000011114
APBA3_ENSG00000011132,APBA3,ENSG00000011132
MKS1_ENSG00000011143,MKS1,ENSG00000011143
ABHD5_ENSG00000011198,ABHD5,ENSG00000011198
ANOS1_ENSG00000011201,ANOS1,ENSG00000011201
AKAP8L_ENSG00000011243,AKAP8L,ENSG00000011243
MBTD1_ENSG00000011258,MBTD1,ENSG00000011258
UTP18_ENSG00000011260,UTP18,ENSG00000011260
RNF216_ENSG00000011275,RNF216,ENSG00000011275
TTC19_ENSG00000011295,TTC19,ENSG00000011295
PTBP1_ENSG00000011304,PTBP1,ENSG00000011304
DPF1_ENSG00000011332,DPF1,ENSG00000011332
SYT7_ENSG00000011347,SYT7,ENSG00000011347
LARS2_ENSG00000011376,LARS2,ENSG00000011376
PIK3C2A_ENSG00000011405,PIK3C2A,ENSG00000011405
PLAUR_ENSG00000011422,PLAUR,ENSG00000011422
ANLN_ENSG00000011426,ANLN,ENSG00000011426
WIZ_ENSG00000011451,WIZ,ENSG00000011451
RABGAP1_ENSG00000011454,RABGAP1,ENSG00000011454
DCN_ENSG00000011465,DCN,ENSG00000011465
QPCTL_ENSG00000011478,QPCTL,ENSG00000011478
PPP5C_ENSG00000011485,PPP5C,ENSG00000011485
CEP68_ENSG00000011523,CEP68,ENSG00000011523
MAP4K3_ENSG00000011566,MAP4K3,ENSG00000011566
ZBTB32_ENSG00000011590,ZBTB32,ENSG00000011590
TYROBP_ENSG00000011600,TYROBP,ENSG00000011600
TMEM159_ENSG00000011638,TMEM159,ENSG00000011638
GABRA3_ENSG00000011677,GABRA3,ENSG00000011677
BRCA1_ENSG00000012048,BRCA1,ENSG00000012048
ERCC1_ENSG00000012061,ERCC1,ENSG00000012061
CD22_ENSG00000012124,CD22,ENSG00000012124
SEMA3B_ENSG00000012171,SEMA3B,ENSG00000012171
MBTPS2_ENSG00000012174,MBTPS2,ENSG00000012174
PRICKLE3_ENSG00000012211,PRICKLE3,ENSG00000012211
LTF_ENSG00000012223,LTF,ENSG00000012223
EXTL3_ENSG00000012232,EXTL3,ENSG00000012232
NR1H4_ENSG00000012504,NR1H4,ENSG00000012504
ELOVL5_ENSG00000012660,ELOVL5,ENSG00000012660
ALOX5_ENSG00000012779,ALOX5,ENSG00000012779
KDM5D_ENSG00000012817,KDM5D,ENSG00000012817
CALCOCO1_ENSG00000012822,CALCOCO1,ENSG00000012822
UBR7_ENSG00000012963,UBR7,ENSG00000012963
MAP4K5_ENSG00000012983,MAP4K5,ENSG00000012983
EHD3_ENSG00000013016,EHD3,ENSG00000013016
PSMC4_ENSG00000013275,PSMC4,ENSG00000013275
MAN2B2_ENSG00000013288,MAN2B2,ENSG00000013288
SLC7A14_ENSG00000013293,SLC7A14,ENSG00000013293
CLDN11_ENSG00000013297,CLDN11,ENSG00000013297
SLC25A39_ENSG00000013306,SLC25A39,ENSG00000013306
MVP_ENSG00000013364,MVP,ENSG00000013364
NUB1_ENSG00000013374,NUB1,ENSG00000013374
PGM3_ENSG00000013375,PGM3,ENSG00000013375
RWDD2A_ENSG00000013392,RWDD2A,ENSG00000013392
CLK1_ENSG00000013441,CLK1,ENSG00000013441
POLR3B_ENSG00000013503,POLR3B,ENSG00000013503
ANGEL1_ENSG00000013523,ANGEL1,ENSG00000013523
RNF14_ENSG00000013561,RNF14,ENSG00000013561
DNASE1L1_ENSG00000013563,DNASE1L1,ENSG00000013563
DDX11_ENSG00000013573,DDX11,ENSG00000013573
HEBP1_ENSG00000013583,HEBP1,ENSG00000013583
GPRC5A_ENSG00000013588,GPRC5A,ENSG00000013588
MAMLD1_ENSG00000013619,MAMLD1,ENSG00000013619
CD6_ENSG00000013725,CD6,ENSG00000013725
TACC3_ENSG00000013810,TACC3,ENSG00000013810
UFL1_ENSG00000014123,UFL1,ENSG00000014123
POLA2_ENSG00000014138,POLA2,ENSG00000014138
ZC3H3_ENSG00000014164,ZC3H3,ENSG00000014164
CAPN1_ENSG00000014216,CAPN1,ENSG00000014216
ACPP_ENSG00000014257,ACPP,ENSG00000014257
MDH1_ENSG00000014641,MDH1,ENSG00000014641
SLC30A9_ENSG00000014824,SLC30A9,ENSG00000014824
MTMR11_ENSG00000014914,MTMR11,ENSG00000014914
COX15_ENSG00000014919,COX15,ENSG00000014919
CCDC88C_ENSG00000015133,CCDC88C,ENSG00000015133
YAF2_ENSG00000015153,YAF2,ENSG00000015153
ZMYND11_ENSG00000015171,ZMYND11,ENSG00000015171
WAS_ENSG00000015285,WAS,ENSG00000015285
DPEP1_ENSG00000015413,DPEP1,ENSG00000015413
BID_ENSG00000015475,BID,ENSG00000015475
MATR3_ENSG00000015479,MATR3,ENSG00000015479
NPC1L1_ENSG00000015520,NPC1L1,ENSG00000015520
XYLT2_ENSG00000015532,XYLT2,ENSG00000015532
RGPD5_ENSG00000015568,RGPD5,ENSG00000015568
STMN4_ENSG00000015592,STMN4,ENSG00000015592
NUDCD3_ENSG00000015676,NUDCD3,ENSG00000015676
ISL1_ENSG00000016082,ISL1,ENSG00000016082
CHDH_ENSG00000016391,CHDH,ENSG00000016391
IL20RA_ENSG00000016402,IL20RA,ENSG00000016402
CLCA1_ENSG00000016490,CLCA1,ENSG00000016490
CLCA4_ENSG00000016602,CLCA4,ENSG00000016602
GLT8D1_ENSG00000016864,GLT8D1,ENSG00000016864
ATP2C1_ENSG00000017260,ATP2C1,ENSG00000017260
IGF1_ENSG00000017427,IGF1,ENSG00000017427
SLC38A5_ENSG00000017483,SLC38A5,ENSG00000017483
RALBP1_ENSG00000017797,RALBP1,ENSG00000017797
RUFY3_ENSG00000018189,RUFY3,ENSG00000018189
CNTN1_ENSG00000018236,CNTN1,ENSG00000018236
SLC11A1_ENSG00000018280,SLC11A1,ENSG00000018280
WWTR1_ENSG00000018408,WWTR1,ENSG00000018408
AGPS_ENSG00000018510,AGPS,ENSG00000018510
CXorf56_ENSG00000018610,CXorf56,ENSG00000018610
ATP1A2_ENSG00000018625,ATP1A2,ENSG00000018625
TTC27_ENSG00000018699,TTC27,ENSG00000018699
ZNF582_ENSG00000018869,ZNF582,ENSG00000018869
VSIG2_ENSG00000019102,VSIG2,ENSG00000019102
PHLDB1_ENSG00000019144,PHLDB1,ENSG00000019144
MARCO_ENSG00000019169,MARCO,ENSG00000019169
CYP24A1_ENSG00000019186,CYP24A1,ENSG00000019186
PRDM11_ENSG00000019485,PRDM11,ENSG00000019485
SYT13_ENSG00000019505,SYT13,ENSG00000019505
SNAI2_ENSG00000019549,SNAI2,ENSG00000019549
CD74_ENSG00000019582,CD74,ENSG00000019582
HGF_ENSG00000019991,HGF,ENSG00000019991
ZRANB1_ENSG00000019995,ZRANB1,ENSG00000019995
NCDN_ENSG00000020129,NCDN,ENSG00000020129
ADGRA2_ENSG00000020181,ADGRA2,ENSG00000020181
ZFP64_ENSG00000020256,ZFP64,ENSG00000020256
MNAT1_ENSG00000020426,MNAT1,ENSG00000020426
SAMD4A_ENSG00000020577,SAMD4A,ENSG00000020577
RUNX3_ENSG00000020633,RUNX3,ENSG00000020633
MRE11A_ENSG00000020922,MRE11A,ENSG00000020922
PLEKHB1_ENSG00000021300,PLEKHB1,ENSG00000021300
SERPINB1_ENSG00000021355,SERPINB1,ENSG00000021355
CYP3A43_ENSG00000021461,CYP3A43,ENSG00000021461
SLC7A9_ENSG00000021488,SLC7A9,ENSG00000021488
SPAST_ENSG00000021574,SPAST,ENSG00000021574
NRXN3_ENSG00000021645,NRXN3,ENSG00000021645
OSBPL5_ENSG00000021762,OSBPL5,ENSG00000021762
AQR_ENSG00000021776,AQR,ENSG00000021776
CPS1_ENSG00000021826,CPS1,ENSG00000021826
C8B_ENSG00000021852,C8B,ENSG00000021852
FHL1_ENSG00000022267,FHL1,ENSG00000022267
RTFDC1_ENSG00000022277,RTFDC1,ENSG00000022277
GABRA1_ENSG00000022355,GABRA1,ENSG00000022355
NLRP2_ENSG00000022556,NLRP2,ENSG00000022556
SLC45A4_ENSG00000022567,SLC45A4,ENSG00000022567
RNF10_ENSG00000022840,RNF10,ENSG00000022840
ZNF839_ENSG00000022976,ZNF839,ENSG00000022976
ZDHHC6_ENSG00000023041,ZDHHC6,ENSG00000023041
GRAMD1B_ENSG00000023171,GRAMD1B,ENSG00000023171
RNH1_ENSG00000023191,RNH1,ENSG00000023191
NDUFS1_ENSG00000023228,NDUFS1,ENSG00000023228
RB1CC1_ENSG00000023287,RB1CC1,ENSG00000023287
ERP44_ENSG00000023318,ERP44,ENSG00000023318
ALAS1_ENSG00000023330,ALAS1,ENSG00000023330
BIRC3_ENSG00000023445,BIRC3,ENSG00000023445
AKAP11_ENSG00000023516,AKAP11,ENSG00000023516
GLRX2_ENSG00000023572,GLRX2,ENSG00000023572
SNAPC1_ENSG00000023608,SNAPC1,ENSG00000023608
DERA_ENSG00000023697,DERA,ENSG00000023697
STRAP_ENSG00000023734,STRAP,ENSG00000023734
ABCC2_ENSG00000023839,ABCC2,ENSG00000023839
DEF6_ENSG00000023892,DEF6,ENSG00000023892
PLEKHO1_ENSG00000023902,PLEKHO1,ENSG00000023902
GCLM_ENSG00000023909,GCLM,ENSG00000023909
UBR2_ENSG00000024048,UBR2,ENSG00000024048
EHD2_ENSG00000024422,EHD2,ENSG00000024422
DEPDC1_ENSG00000024526,DEPDC1,ENSG00000024526
CCDC28A_ENSG00000024862,CCDC28A,ENSG00000024862
RRAGD_ENSG00000025039,RRAGD,ENSG00000025039
HSF2_ENSG00000025156,HSF2,ENSG00000025156
PHF20_ENSG00000025293,PHF20,ENSG00000025293
HSD17B6_ENSG00000025423,HSD17B6,ENSG00000025423
NR1H3_ENSG00000025434,NR1H3,ENSG00000025434
TYMP_ENSG00000025708,TYMP,ENSG00000025708
NCAPH2_ENSG00000025770,NCAPH2,ENSG00000025770
TOMM34_ENSG00000025772,TOMM34,ENSG00000025772
SEC63_ENSG00000025796,SEC63,ENSG00000025796
KPNA6_ENSG00000025800,KPNA6,ENSG00000025800
VIM_ENSG00000026025,VIM,ENSG00000026025
RTEL1-TNFRSF6B_ENSG00000026036,RTEL1-TNFRSF6B,ENSG00000026036
FAS_ENSG00000026103,FAS,ENSG00000026103
RNASET2_ENSG00000026297,RNASET2,ENSG00000026297
CD44_ENSG00000026508,CD44,ENSG00000026508
KCNG1_ENSG00000026559,KCNG1,ENSG00000026559
AGPAT4_ENSG00000026652,AGPAT4,ENSG00000026652
SLAMF7_ENSG00000026751,SLAMF7,ENSG00000026751
BTN3A1_ENSG00000026950,BTN3A1,ENSG00000026950
MIPEP_ENSG00000027001,MIPEP,ENSG00000027001
PRKCH_ENSG00000027075,PRKCH,ENSG00000027075
INSRR_ENSG00000027644,INSRR,ENSG00000027644
IFNGR1_ENSG00000027697,IFNGR1,ENSG00000027697
B4GALT7_ENSG00000027847,B4GALT7,ENSG00000027847
SH2D2A_ENSG00000027869,SH2D2A,ENSG00000027869
VRK2_ENSG00000028116,VRK2,ENSG00000028116
TNFRSF1B_ENSG00000028137,TNFRSF1B,ENSG00000028137
VEZT_ENSG00000028203,VEZT,ENSG00000028203
POU2F2_ENSG00000028277,POU2F2,ENSG00000028277
BRD9_ENSG00000028310,BRD9,ENSG00000028310
SNX1_ENSG00000028528,SNX1,ENSG00000028528
TBPL1_ENSG00000028839,TBPL1,ENSG00000028839
